date,T,RH,CO2,NH3
2022/1/13 6:45,0.96,77.10666667,489.9333333,0
2022/1/13 7:00,0.86,77.64,523.4,0
2022/1/13 7:15,0.333333333,72.08666667,507.5333333,0
2022/1/13 7:30,0.033333333,68.92,468.8666667,0
2022/1/13 7:45,-0.153333333,68.68,459.4,0
2022/1/13 8:00,-0.006666667,71.34,466.8666667,0
2022/1/13 8:15,0.146666667,69.77333333,469.5333333,0
2022/1/13 8:30,0.213333333,64.46,431.7333333,0
2022/1/13 8:45,0.44,60.88666667,410.9333333,0
2022/1/13 9:00,0.68,59.24,404.8,0
2022/1/13 9:15,1.66,60.94,429.4666667,0
2022/1/13 9:30,3.06,63.44666667,593.2,0
2022/1/13 9:45,3.626666667,59.36666667,609.4,0
2022/1/13 10:00,4.233333333,57.84666667,612.2666667,0
2022/1/13 10:15,4.86,54.66666667,609.1333333,0
2022/1/13 10:30,5.533333333,57.18,616.0666667,0
2022/1/13 10:45,5.7,51.55333333,613.3333333,0
2022/1/13 11:00,5.913333333,50.88,539.8,0
2022/1/13 11:15,6.26,51.67333333,569.8,0
2022/1/13 11:30,6.56,50.73333333,610.3333333,0
2022/1/13 11:45,6.88,50.81333333,640.4666667,0
2022/1/13 12:00,7.326666667,50.71333333,651.6,0
2022/1/13 12:15,7.52,47.77333333,660.8666667,0
2022/1/13 12:30,7.62,51.86,612.0666667,0
2022/1/13 12:45,7.8,49.5,632.6666667,0
2022/1/13 13:00,8.053333333,54.34666667,650.8666667,0
2022/1/13 13:15,8.213333333,54.74666667,663.2,0
2022/1/13 13:30,8.193333333,56.23333333,680.5333333,0.046666667
2022/1/13 13:45,8.22,47.42,658.7333333,0.006666667
2022/1/13 14:00,8.1,47.84666667,562.1333333,0
2022/1/13 14:15,8.046666667,46.81333333,567,0
2022/1/13 14:30,7.94,48.92666667,548.6,0
2022/1/13 14:45,7.946666667,51.02666667,595.6,0.013333333
2022/1/13 15:00,8.08,53.46,633.8666667,0.013333333
2022/1/13 15:15,8.06,54.12666667,667.7333333,0.006666667
2022/1/13 15:30,7.64,55.27333333,685.6,0.02
2022/1/13 15:45,7.08,55.48,659.7333333,0
2022/1/13 16:00,6.826666667,61.46,756.5333333,0.093333333
2022/1/13 16:15,6.26,61.60666667,789,0.04
2022/1/13 16:30,5.886666667,64.28666667,833.9333333,0.1
2022/1/13 16:45,5.586666667,65.46666667,863.2,0.12
2022/1/13 17:00,5.22,66.01333333,878.2,0.04
2022/1/13 17:15,4.966666667,69.3,956.4,0.08
2022/1/13 17:30,4.606666667,72.18666667,1003,0.1
2022/1/13 17:45,4.193333333,74.21333333,1020,0.08
2022/1/13 18:00,3.76,74.92666667,1003.066667,0.08
2022/1/13 18:15,3.433333333,76.08666667,1010.066667,0.046666667
2022/1/13 18:30,3.26,78.23333333,1048.066667,0.106666667
2022/1/13 18:45,2.733333333,78.83333333,1070.466667,0.1
2022/1/13 19:00,2.426666667,80.04666667,1057.666667,0.153333333
2022/1/13 19:15,2.32,81.11333333,1014.2,0.2
2022/1/13 19:30,2.026666667,81.93333333,1006.333333,0.2
2022/1/13 19:45,1.76,82.84666667,1011.733333,0.2
2022/1/13 20:00,1.58,83.38666667,1022.666667,0.2
2022/1/13 20:15,1.4,83.61333333,1015.2,0.2
2022/1/13 20:30,1.36,84.06666667,992.8666667,0.266666667
2022/1/13 20:45,1.466666667,85.08666667,998.1333333,0.293333333
2022/1/13 21:00,1.44,85.84,1010.8,0.3
2022/1/13 21:15,1.333333333,86.29333333,1019.533333,0.28
2022/1/13 21:30,1.126666667,86.84666667,1029.533333,0.2
2022/1/13 21:45,0.946666667,87.20666667,1026.8,0.2
2022/1/13 22:00,0.586666667,86.62,983.6666667,0.2
2022/1/13 22:15,0.093333333,85.3,873.6666667,0.2
2022/1/13 22:30,0,85.91333333,864.6,0.273333333
2022/1/13 22:45,0.086666667,86.98666667,922.6,0.306666667
2022/1/13 23:00,0.173333333,87.81333333,978,0.3
2022/1/13 23:15,0.226666667,88.39333333,1003.133333,0.293333333
2022/1/13 23:30,0.2,88.88,1004,0.3
2022/1/13 23:45,0.2,89.36666667,1003.866667,0.3
2022/1/14 0:00,0.246666667,89.87333333,1032.733333,0.3
2022/1/14 0:15,0.2,89.74,1049.466667,0.266666667
2022/1/14 0:30,0.133333333,89.74,1018.466667,0.2
2022/1/14 0:45,0.02,89.89333333,1009,0.213333333
2022/1/14 1:00,-0.04,90.11333333,1013.333333,0.2
2022/1/14 1:15,-0.166666667,90.11333333,1003.6,0.2
2022/1/14 1:30,-0.366666667,89.9,957,0.2
2022/1/14 1:45,-0.44,89.98666667,962.7333333,0.2
2022/1/14 2:00,-0.5,90.1,980.4666667,0.2
2022/1/14 2:15,-0.5,90.22666667,987.9333333,0.2
2022/1/14 2:30,-0.44,90.2,971.4,0.2
2022/1/14 2:45,-0.506666667,89.78,954.1333333,0.2
2022/1/14 3:00,-0.62,89.50666667,910.2,0.2
2022/1/14 3:15,-0.726666667,89.66,930.6666667,0.2
2022/1/14 3:30,-0.8,89.84,942.5333333,0.2
2022/1/14 3:45,-0.886666667,89.89333333,934.9333333,0.2
2022/1/14 4:00,-0.906666667,90.02666667,909.5333333,0.2
2022/1/14 4:15,-1.006666667,89.92,865.9333333,0.2
2022/1/14 4:30,-1,89.86666667,851.4666667,0.2
2022/1/14 4:45,-1.026666667,89.9,875.3333333,0.2
2022/1/14 5:00,-1.026666667,90.04666667,883.3333333,0.213333333
2022/1/14 5:15,-1.046666667,90.06,890.2,0.28
2022/1/14 5:30,-1.066666667,90,869.8,0.266666667
2022/1/14 5:45,-0.993333333,90.09333333,885.6,0.3
2022/1/14 6:00,-0.813333333,90.24,866.5333333,0.346666667
2022/1/14 6:15,-0.633333333,90.40666667,905.6,0.313333333
2022/1/14 6:30,-0.46,90.02,928.2,0.3
2022/1/14 6:45,-0.22,89.09333333,915.6666667,0.226666667
2022/1/14 7:00,-0.4,88.18,867.4666667,0.193333333
2022/1/14 7:15,-0.3,88.04,887.6,0.2
2022/1/14 7:30,-0.34,87.80666667,891.8666667,0.14
2022/1/14 7:45,-0.146666667,88.97333333,947,0.186666667
2022/1/14 8:00,0.22,90.32,1055.4,0.206666667
2022/1/14 8:15,0.626666667,91.38666667,1081,0.293333333
2022/1/14 8:30,1.2,92.16666667,1136.666667,0.36
2022/1/14 8:45,1.92,92.62666667,1199.2,0.4
2022/1/14 9:00,2.533333333,92.4,1105.133333,0.4
2022/1/14 9:15,2.833333333,89.1,937.3333333,0.406666667
2022/1/14 9:30,2.92,83.75333333,802.0666667,0.4
2022/1/14 9:45,3.273333333,77.88666667,652.6666667,0.34
2022/1/14 10:00,3.886666667,78.38666667,669.2,0.44
2022/1/14 10:15,3.766666667,77.7,672.1333333,0.4
2022/1/14 10:30,3.68,75.72,670.3333333,0.393333333
2022/1/14 10:45,3.613333333,77.01333333,692.8,0.4
2022/1/14 11:00,3.793333333,78.48,727,0.486666667
2022/1/14 11:15,4.2,76.78,725.9333333,0.526666667
2022/1/14 11:30,4.373333333,71.94,678.7333333,0.38
2022/1/14 11:45,4.38,69.93333333,618.6666667,0.24
2022/1/14 12:00,4.5,66.72,609.8666667,0.166666667
2022/1/14 12:15,4.713333333,67.69333333,594.6,0.18
2022/1/14 12:30,4.7,64.44,594.8666667,0.046666667
2022/1/14 12:45,5.113333333,64.84,617.2666667,0.133333333
2022/1/14 13:00,5.466666667,68.2,644.8,0.233333333
2022/1/14 13:15,5.506666667,63.16,662.2666667,0.06
2022/1/14 13:30,5.706666667,64.22,620.7333333,0.02
2022/1/14 13:45,5.733333333,62.48666667,635.6666667,0.06
2022/1/14 14:00,5.693333333,63.21333333,591.2,0.04
2022/1/14 14:15,5.846666667,65.06666667,636.6666667,0.166666667
2022/1/14 14:30,5.753333333,64.30666667,638.3333333,0.093333333
2022/1/14 14:45,5.88,65.12666667,618.0666667,0.153333333
2022/1/14 15:00,5.633333333,63.97333333,632.7333333,0.026666667
2022/1/14 15:15,5.793333333,66.13333333,657.8,0.153333333
2022/1/14 15:30,6.06,66.88,709.6,0.12
2022/1/14 15:45,6.193333333,68.56666667,730.6,0.2
2022/1/14 16:00,6.46,70.76,775.8666667,0.4
2022/1/14 16:15,6.693333333,72.4,808.5333333,0.386666667
2022/1/14 16:30,6.606666667,74.83333333,866.7333333,0.4
2022/1/14 16:45,6.246666667,77.26,947.6666667,0.393333333
2022/1/14 17:00,6.073333333,79.46,1046.266667,0.493333333
2022/1/14 17:15,6,80.8,1092.666667,0.486666667
2022/1/14 17:30,5.96,81.59333333,1093.933333,0.46
2022/1/14 17:45,5.88,82.72666667,1074.2,0.506666667
2022/1/14 18:00,5.673333333,84.27333333,1068.4,0.6
2022/1/14 18:15,5.406666667,85.06,1055.266667,0.613333333
2022/1/14 18:30,5.18,85.6,1023.533333,0.693333333
2022/1/14 18:45,5.1,86.39333333,1019.466667,0.7
2022/1/14 19:00,5.146666667,87.45333333,1071.266667,0.7
2022/1/14 19:15,5.313333333,88.34,1110.866667,0.7
2022/1/14 19:30,5.44,88.95333333,1136.533333,0.7
2022/1/14 19:45,5.5,89.48666667,1156,0.7
2022/1/14 20:00,5.46,89.90666667,1140.533333,0.7
2022/1/14 20:15,5.413333333,90.24,1123.333333,0.7
2022/1/14 20:30,5.426666667,90.3,1127.333333,0.7
2022/1/14 20:45,5.526666667,90.44666667,1141.4,0.7
2022/1/14 21:00,5.52,90.84,1148.266667,0.7
2022/1/14 21:15,5.5,91.10666667,1143.133333,0.7
2022/1/14 21:30,5.5,91.34666667,1146.733333,0.7
2022/1/14 21:45,5.5,91.34666667,1145.133333,0.7
2022/1/14 22:00,4.833333333,86.41333333,1038.6,0.46
2022/1/14 22:15,4.68,83.51333333,770.9333333,0.38
2022/1/14 22:30,4.64,82.57333333,775.6,0.393333333
2022/1/14 22:45,4.786666667,84.46666667,807.8666667,0.426666667
2022/1/14 23:00,5.08,87.27333333,933,0.513333333
2022/1/14 23:15,5.08,88.71333333,1033.266667,0.5
2022/1/14 23:30,4.986666667,89.25333333,1045.2,0.46
2022/1/14 23:45,5.073333333,89.94,1057.133333,0.5
2022/1/15 0:00,5.2,90.42,1076.733333,0.5
2022/1/15 0:15,5.133333333,90.41333333,1071.133333,0.493333333
2022/1/15 0:30,5.173333333,90.26,1028.2,0.5
2022/1/15 0:45,5.16,89.95333333,1038.4,0.46
2022/1/15 1:00,4.786666667,86.46,894.6666667,0.36
2022/1/15 1:15,4.62,86.58666667,824.5333333,0.386666667
2022/1/15 1:30,4.646666667,87.70666667,845.4666667,0.4
2022/1/15 1:45,4.713333333,87.51333333,895.7333333,0.4
2022/1/15 2:00,4.353333333,83.34666667,773.2,0.246666667
2022/1/15 2:15,4.34,83.09333333,691.4666667,0.28
2022/1/15 2:30,4.353333333,82.1,664.9333333,0.2
2022/1/15 2:45,4.586666667,84.18,708.1333333,0.3
2022/1/15 3:00,4.826666667,83.30666667,755.9333333,0.266666667
2022/1/15 3:15,5.1,85.22666667,805.7333333,0.36
2022/1/15 3:30,5.42,86.95333333,911.4666667,0.4
2022/1/15 3:45,5.726666667,88.40666667,1022.8,0.4
2022/1/15 4:00,5.773333333,89.09333333,1068.733333,0.4
2022/1/15 4:15,5.74,89.68,1085.866667,0.48
2022/1/15 4:30,6.086666667,90.03333333,1074.6,0.64
2022/1/15 4:45,6.153333333,89.64,1087.2,0.54
2022/1/15 5:00,6.14,89.83333333,1061.066667,0.526666667
2022/1/15 5:15,6.193333333,90.09333333,1055.066667,0.573333333
2022/1/15 5:30,6.3,89.00666667,1089.466667,0.64
2022/1/15 5:45,6.14,87.45333333,1004.466667,0.633333333
2022/1/15 6:00,5.873333333,86.50666667,933.8666667,0.686666667
2022/1/15 6:15,5.34,85.56666667,814.2,0.533333333
2022/1/15 6:30,5.326666667,86.75333333,806.2666667,0.58
2022/1/15 6:45,5.513333333,86.82666667,850.1333333,0.48
2022/1/15 7:00,5.44,86.29333333,828.5333333,0.333333333
2022/1/15 7:15,5.333333333,86.4,758.0666667,0.3
2022/1/15 7:30,5.546666667,86.87333333,779.4,0.4
2022/1/15 7:45,5.713333333,86.92666667,817.0666667,0.393333333
2022/1/15 8:00,5.613333333,86.39333333,841.1333333,0.333333333
2022/1/15 8:15,5.633333333,86.44,845,0.326666667
2022/1/15 8:30,5.913333333,86.46,913.6666667,0.346666667
2022/1/15 8:45,5.68,83.87333333,809.9333333,0.32
2022/1/15 9:00,6.113333333,81.61333333,697.2,0.2
2022/1/15 9:15,6.9,82.39333333,751.3333333,0.373333333
2022/1/15 9:30,7.24,79.78,738.1333333,0.42
2022/1/15 9:45,7.533333333,75.73333333,682.6,0.333333333
2022/1/15 10:00,7.66,70.70666667,597.3333333,0.206666667
2022/1/15 10:15,8.226666667,69.45333333,543.9333333,0.146666667
2022/1/15 10:30,8.906666667,67.3,559.7333333,0.106666667
2022/1/15 10:45,9.346666667,64.72,518.4666667,0.013333333
2022/1/15 11:00,10.08666667,64.05333333,509.2666667,0
2022/1/15 11:15,10.40666667,63.14,526.0666667,0
2022/1/15 11:30,10.57333333,62.48666667,520.0666667,0
2022/1/15 11:45,10.77333333,62.89333333,502.0666667,0
2022/1/15 12:00,10.67333333,62.45333333,494.8,0
2022/1/15 12:15,10.78,62.80666667,491.6666667,0
2022/1/15 12:30,11.43333333,60.98,521.8666667,0
2022/1/15 12:45,11.6,61.46666667,503.8,0
2022/1/15 13:00,11.74666667,59.8,492,0
2022/1/15 13:15,11.87333333,60.53333333,501.4,0
2022/1/15 13:30,11.8,59.38666667,491.4,0
2022/1/15 13:45,12.07333333,58.38666667,481.4,0
2022/1/15 14:00,11.97333333,59.6,475.8666667,0
2022/1/15 14:15,11.67333333,60.18666667,482,0
2022/1/15 14:30,12.2,59.54,493.9333333,0
2022/1/15 14:45,12.34666667,59.85333333,544.2666667,0
2022/1/15 15:00,11.67333333,59.68666667,512.6666667,0
2022/1/15 15:15,11.68666667,63.45333333,500.2666667,0.066666667
2022/1/15 15:30,11.60666667,62.08,563.7333333,0.046666667
2022/1/15 15:45,11.17333333,60.84,536.6666667,0
2022/1/15 16:00,10.95333333,61.91333333,517.2,0
2022/1/15 16:15,10.58666667,62.54666667,498.8666667,0
2022/1/15 16:30,10.52666667,65.59333333,524.8666667,0.013333333
2022/1/15 16:45,10.5,69.7,619.0666667,0.22
2022/1/15 17:00,10.44666667,72.55333333,720.3333333,0.453333333
2022/1/15 17:15,10.12666667,74.16,759.2666667,0.626666667
2022/1/15 17:30,9.72,74.24666667,761.2666667,0.526666667
2022/1/15 17:45,8.96,73.30666667,726.3333333,0.32
2022/1/15 18:00,8.326666667,74.84,696.1333333,0.38
2022/1/15 18:15,8.166666667,76.52666667,675.4666667,0.393333333
2022/1/15 18:30,7.993333333,76.14,659.0666667,0.313333333
2022/1/15 18:45,7.933333333,76.55333333,609.0666667,0.26
2022/1/15 19:00,8.126666667,80.65333333,727,0.5
2022/1/15 19:15,8.28,82.83333333,849.9333333,0.733333333
2022/1/15 19:30,8.246666667,83.94666667,884.9333333,0.9
2022/1/15 19:45,8.2,85.05333333,914.9333333,1.006666667
2022/1/15 20:00,8.193333333,85.94,947.2,1.166666667
2022/1/15 20:15,8.053333333,85.76,921.2,1.206666667
2022/1/15 20:30,8.006666667,86.23333333,911.8666667,1.246666667
2022/1/15 20:45,7.913333333,86.97333333,974.6666667,1.18
2022/1/15 21:00,7.766666667,87.27333333,979.6666667,1.066666667
2022/1/15 21:15,7.633333333,87.67333333,975.1333333,0.973333333
2022/1/15 21:30,7.44,88.04,963,1.08
2022/1/15 21:45,7.346666667,88.39333333,924.4666667,1.02
2022/1/15 22:00,7.393333333,88.63333333,910,1.006666667
2022/1/15 22:15,7.426666667,88.60666667,924.1333333,1.106666667
2022/1/15 22:30,7.313333333,88.65333333,886.7333333,1.193333333
2022/1/15 22:45,7.273333333,88.97333333,912.4666667,1.126666667
2022/1/15 23:00,7.153333333,88.44,876.9333333,1.006666667
2022/1/15 23:15,7.1,87.69333333,836.4666667,0.9
2022/1/15 23:30,6.973333333,88.19333333,901.8,0.82
2022/1/15 23:45,6.853333333,88.64666667,930.6666667,0.806666667
2022/1/16 0:00,6.94,89.23333333,940,0.846666667
2022/1/16 0:15,6.933333333,89.53333333,973.4,0.84
2022/1/16 0:30,6.806666667,89.7,930.6666667,0.9
2022/1/16 0:45,6.753333333,89.84,937.9333333,0.813333333
2022/1/16 1:00,6.66,89.88,953.9333333,0.726666667
2022/1/16 1:15,6.64,89.98666667,986.7333333,0.7
2022/1/16 1:30,6.573333333,90.14666667,966.2666667,0.72
2022/1/16 1:45,6.58,90.31333333,962.4,0.74
2022/1/16 2:00,6.566666667,90.33333333,948.9333333,0.76
2022/1/16 2:15,6.593333333,90.27333333,948.7333333,0.74
2022/1/16 2:30,6.626666667,90.46,919.0666667,0.8
2022/1/16 2:45,6.48,90.98666667,873.8,0.98
2022/1/16 3:00,6.24,91.1,845.6666667,1.093333333
2022/1/16 3:15,6.166666667,91.32,825.4666667,1.04
2022/1/16 3:30,6.246666667,91.68,861.6,1
2022/1/16 3:45,6.14,91.76666667,894.4666667,0.993333333
2022/1/16 4:00,6.033333333,91.92666667,885.6666667,0.993333333
2022/1/16 4:15,5.933333333,92.06666667,893.3333333,1
2022/1/16 4:30,5.813333333,92.19333333,905.6666667,0.973333333
2022/1/16 4:45,5.813333333,92.37333333,915,0.913333333
2022/1/16 5:00,5.833333333,92.44666667,920.4,0.913333333
2022/1/16 5:15,6.186666667,92.67333333,914.2,1.08
2022/1/16 5:30,6.073333333,92.15333333,925.6,1.066666667
2022/1/16 5:45,5.706666667,91.69333333,905.0666667,1.006666667
2022/1/16 6:00,5.386666667,91.52666667,861.5333333,1.02
2022/1/16 6:15,5.22,91.61333333,840.9333333,1.073333333
2022/1/16 6:30,5.18,91.57333333,837.4666667,0.986666667
2022/1/16 6:45,5.153333333,90.72,856.6666667,0.846666667
2022/1/16 7:00,4.92,89.58666667,856.8666667,0.666666667
2022/1/16 7:15,4.693333333,89.46666667,860.5333333,0.6
2022/1/16 7:30,4.606666667,90.09333333,876.2,0.64
2022/1/16 7:45,4.7,90.78,968.6666667,0.693333333
2022/1/16 8:00,4.773333333,91.24666667,976.5333333,0.766666667
2022/1/16 8:15,5.026666667,91.87333333,972.2,0.953333333
2022/1/16 8:30,5.42,92.49333333,1023.733333,1.046666667
2022/1/16 8:45,5.866666667,92.28666667,1018.6,0.9
2022/1/16 9:00,6.206666667,90.88,965.1333333,0.886666667
2022/1/16 9:15,6.553333333,88.22666667,853,0.753333333
2022/1/16 9:30,6.933333333,85.46666667,772.6666667,0.686666667
2022/1/16 9:45,7.373333333,82.90666667,731.8666667,0.666666667
2022/1/16 10:00,7.653333333,79.67333333,675.4,0.546666667
2022/1/16 10:15,7.94,75.86666667,644.6,0.42
2022/1/16 10:30,8.473333333,76.24,645.2666667,0.44
2022/1/16 10:45,8.92,77.1,704.1333333,0.48
2022/1/16 11:00,9.306666667,72.02666667,672.0666667,0.38
2022/1/16 11:15,9.693333333,70.68666667,627.1333333,0.333333333
2022/1/16 11:30,9.973333333,70.28,651.4,0.326666667
2022/1/16 11:45,10.14666667,69.05333333,661.8666667,0.326666667
2022/1/16 12:00,10.28666667,71.10666667,663.3333333,0.4
2022/1/16 12:15,10.54666667,70.29333333,706.6,0.473333333
2022/1/16 12:30,10.84,69.62,697.7333333,0.48
2022/1/16 12:45,11.16,69.79333333,725.2,0.586666667
2022/1/16 13:00,11.27333333,70.12,728.7333333,0.66
2022/1/16 13:15,11.22666667,68.73333333,717.2666667,0.646666667
2022/1/16 13:30,11.36,69.5,722.6666667,0.726666667
2022/1/16 13:45,11.35333333,71.56,748.8666667,0.846666667
2022/1/16 14:00,11.44,70.46,774.2666667,0.74
2022/1/16 14:15,11.46,71.30666667,767.2666667,0.7
2022/1/16 14:30,11.42666667,71.29333333,779.1333333,0.733333333
2022/1/16 14:45,11.43333333,71.78666667,775.7333333,0.633333333
2022/1/16 15:00,11.26666667,71.66666667,792.9333333,0.66
2022/1/16 15:15,11.12666667,73.5,754,0.573333333
2022/1/16 15:30,10.85333333,76.46666667,830.4,0.793333333
2022/1/16 15:45,10.63333333,75.44666667,899.6666667,0.78
2022/1/16 16:00,10.36666667,75.30666667,897,0.893333333
2022/1/16 16:15,10.23333333,75.74,885.2666667,1.16
2022/1/16 16:30,10.1,74.53333333,908.0666667,0.906666667
2022/1/16 16:45,9.98,75.86666667,882.3333333,0.833333333
2022/1/16 17:00,9.693333333,78.51333333,879.3333333,0.886666667
2022/1/16 17:15,9.42,81.08666667,945.8,1.106666667
2022/1/16 17:30,9.353333333,82.76,1042.733333,1.146666667
2022/1/16 17:45,9.286666667,83.52,1080.533333,1.16
2022/1/16 18:00,9.173333333,82.77333333,1032.6,1.02
2022/1/16 18:15,9,84.38666667,1005.533333,1.046666667
2022/1/16 18:30,8.786666667,85.91333333,1046.6,1.333333333
2022/1/16 18:45,8.506666667,86.69333333,1055,1.493333333
2022/1/16 19:00,8.193333333,86.79333333,1012.666667,1.56
2022/1/16 19:15,8.033333333,86.90666667,985.2666667,1.44
2022/1/16 19:30,7.913333333,87.01333333,967.0666667,1.346666667
2022/1/16 19:45,7.886666667,87.14,960.8,1.386666667
2022/1/16 20:00,7.766666667,87.08,909.4666667,1.513333333
2022/1/16 20:15,7.646666667,87.36,927.2,1.52
2022/1/16 20:30,7.58,87.36,939.2666667,1.433333333
2022/1/16 20:45,7.486666667,87.46,913.6,1.606666667
2022/1/16 21:00,7.486666667,87.81333333,916.8,1.68
2022/1/16 21:15,7.4,87.81333333,916.3333333,1.586666667
2022/1/16 21:30,7.24,87.90666667,896.4,1.733333333
2022/1/16 21:45,7.2,88.19333333,909.8,1.66
2022/1/16 22:00,7.166666667,88.46,939.4666667,1.693333333
2022/1/16 22:15,7.1,88.74,914.8,1.74
2022/1/16 22:30,7.1,89.15333333,939.2,1.72
2022/1/16 22:45,7.066666667,89.26666667,945.6,1.64
2022/1/16 23:00,7.06,89.48,935.4666667,1.893333333
2022/1/16 23:15,7.006666667,89.56666667,913.2,2.14
2022/1/16 23:30,7.073333333,89.63333333,918.6,2.206666667
2022/1/16 23:45,6.993333333,89.53333333,916.6666667,2.146666667
2022/1/17 0:00,6.846666667,89.61333333,917.4,2.166666667
2022/1/17 0:15,6.72,89.6,891,2.126666667
2022/1/17 0:30,6.64,89.98666667,897.3333333,2.166666667
2022/1/17 0:45,6.553333333,90.14666667,886,2.32
2022/1/17 1:00,6.52,90.27333333,886.7333333,2.446666667
2022/1/17 1:15,6.433333333,90.24,861.6666667,2.366666667
2022/1/17 1:30,6.32,90.05333333,838.5333333,2.26
2022/1/17 1:45,6.186666667,89.85333333,826.0666667,2.16
2022/1/17 2:00,6.086666667,89.88,831.6666667,2.046666667
2022/1/17 2:15,6.146666667,90.35333333,849.2,2.14
2022/1/17 2:30,6.48,90.62666667,871.0666667,1.96
2022/1/17 2:45,5.98,90.72,863.2,1.806666667
2022/1/17 3:00,5.68,90.88,851.8,1.706666667
2022/1/17 3:15,5.546666667,91.02,863.8,1.553333333
2022/1/17 3:30,5.373333333,90.98,864,1.406666667
2022/1/17 3:45,5.246666667,91.12,849.8,1.34
2022/1/17 4:00,5.133333333,91.30666667,827.9333333,1.36
2022/1/17 4:15,5.006666667,91.48666667,806.4666667,1.373333333
2022/1/17 4:30,4.946666667,91.64666667,809,1.32
2022/1/17 4:45,4.82,91.76,810,1.313333333
2022/1/17 5:00,4.72,91.94,819.1333333,1.313333333
2022/1/17 5:15,4.68,92.05333333,819.2,1.313333333
2022/1/17 5:30,4.54,92.01333333,798.9333333,1.3
2022/1/17 5:45,4.48,92.14666667,794.6666667,1.306666667
2022/1/17 6:00,4.646666667,92.38666667,798,1.413333333
2022/1/17 6:15,4.866666667,92.12,821.0666667,1.42
2022/1/17 6:30,4.58,91.88,810.3333333,1.42
2022/1/17 6:45,4.24,91.92,803.5333333,1.42
2022/1/17 7:00,4.126666667,92.44,802.0666667,1.493333333
2022/1/17 7:15,3.993333333,92.72666667,842.5333333,1.426666667
2022/1/17 7:30,3.673333333,92.86,785.9333333,1.306666667
2022/1/17 7:45,3.513333333,92.91333333,747.6666667,1.253333333
2022/1/17 8:00,3.546666667,93.17333333,749.2666667,1.366666667
2022/1/17 8:15,4.02,93.68666667,805.4666667,1.486666667
2022/1/17 8:30,4.626666667,93.85333333,868.1333333,1.48
2022/1/17 8:45,4.453333333,92.42,721.8666667,1.073333333
2022/1/17 9:00,4.513333333,91.02666667,570,0.8
2022/1/17 9:15,4.66,89.68,540.2666667,0.66
2022/1/17 9:30,4.96,88.58666667,512.2,0.6
2022/1/17 9:45,5.286666667,87.30666667,514.1333333,0.553333333
2022/1/17 10:00,5.8,86.46666667,525.7333333,0.546666667
2022/1/17 10:15,6.34,85.30666667,517.4666667,0.533333333
2022/1/17 10:30,7.286666667,85.05333333,589.0666667,0.726666667
2022/1/17 10:45,7.893333333,83.05333333,575.9333333,0.693333333
2022/1/17 11:00,8.26,80.38666667,583.2,0.686666667
2022/1/17 11:15,8.426666667,78.74666667,523.3333333,0.606666667
2022/1/17 11:30,8.84,77.82666667,497.4666667,0.573333333
2022/1/17 11:45,9.346666667,75.96,503.1333333,0.613333333
